scaffold_1	50000	0.5104302558	0.4138212716	-496122.7939	-492276.7369	-3846.056954
scaffold_1	150000	0.5104302558	0.4138212716	-496122.7939	-492276.7369	-3846.056954
scaffold_1	250000	0.5096269766	0.4163559526	-496082.1038	-492276.9745	-3805.12935
scaffold_1	350000	0.5094573678	0.4168647792	-496073.0055	-492277.1042	-3795.901255
scaffold_1	450000	0.5095097798	0.417413645	-496082.5232	-492277.1615	-3805.36162
scaffold_1	550000	0.5094049558	0.4186609659	-496084.8564	-492277.1683	-3807.688096
scaffold_1	650000	0.5091305228	0.4207763508	-496083.0279	-492278.0864	-3804.941524
scaffold_1	750000	0.5091305228	0.4214500602	-496089.8077	-492277.8679	-3811.939766
scaffold_1	850000	0.508908502	0.4225725375	-496081.8772	-492276.0098	-3805.867333
scaffold_1	950000	0.508960914	0.4228269508	-496089.6239	-492275.3171	-3814.306886
scaffold_1	1050000	0.508960914	0.4231013837	-496092.4977	-492274.9154	-3817.582317
scaffold_1	1150000	0.5079680064	0.4234158558	-496007.4504	-492275.2454	-3732.205033
scaffold_1	1250000	0.5088560899	0.4237550736	-496089.0085	-492274.6323	-3814.376227
scaffold_1	1350000	0.5087388931	0.4246307843	-496086.5526	-492280.7636	-3805.788943
scaffold_1	1450000	0.5087913051	0.4252768274	-496096.1795	-492289.9072	-3806.272333
scaffold_1	1550000	0.5087913051	0.4256160451	-496098.1796	-492296.4453	-3801.73427
scaffold_1	1650000	0.5086864811	0.4259629096	-496090.1174	-492303.8327	-3786.284795
scaffold_1	1750000	0.5088236975	0.4261849305	-496104.525	-492311.4623	-3793.062701
scaffold_1	1850000	0.5088236975	0.4264593634	-496106.2351	-492316.6713	-3789.563772
scaffold_1	1950000	0.5085492646	0.4266489919	-496081.9508	-492319.2022	-3762.748538
scaffold_1	2050000	0.5085492646	0.4268509932	-496082.7695	-492321.5375	-3761.231962
scaffold_1	2150000	0.5086864811	0.4269882097	-496097.3908	-492327.0632	-3770.327628
scaffold_1	2250000	0.5086864811	0.427347447	-496099.4626	-492332.2812	-3767.181404
scaffold_1	2350000	0.5086864811	0.427726704	-496101.3419	-492337.5054	-3763.836416
scaffold_1	2450000	0.508581657	0.427941078	-496092.8379	-492341.3911	-3751.446802
scaffold_1	2550000	0.508581657	0.4280258825	-496093.7225	-492343.1889	-3750.533601
scaffold_1	2650000	0.508581657	0.4282355306	-496094.6405	-492344.7056	-3749.934983
scaffold_1	2750000	0.508581657	0.4282355306	-496095.5754	-492345.4919	-3750.083546
scaffold_1	2850000	0.5086864811	0.4283927666	-496106.3087	-492345.8619	-3760.446854
scaffold_1	2950000	0.5086864811	0.4285099635	-496107.2734	-492345.6274	-3761.646019
scaffold_1	3050000	0.5086864811	0.4284899439	-496107.83	-492345.3393	-3762.490738
scaffold_1	3150000	0.5086864811	0.4285299831	-496109.253	-492343.8396	-3765.413415
scaffold_1	3250000	0.5086864811	0.4287319844	-496112.7969	-492339.6342	-3773.162683
scaffold_1	3350000	0.5086864811	0.4288368084	-496113.1954	-492339.0855	-3774.109946
scaffold_1	3450000	0.5086864811	0.428804416	-496113.66	-492338.4677	-3775.192317
scaffold_1	3550000	0.5086864811	0.4288692008	-496114.1256	-492337.8003	-3776.325269
scaffold_1	3650000	0.5085492646	0.4287843964	-496101.5515	-492337.1954	-3764.356135
scaffold_1	3750000	0.5085492646	0.4288892204	-496101.9177	-492336.3933	-3765.524384
scaffold_1	3850000	0.5085492646	0.4288692008	-496102.2898	-492335.5036	-3766.786184
scaffold_1	3950000	0.5085492646	0.4289339856	-496102.5871	-492334.8436	-3767.743448
scaffold_1	4050000	0.5085492646	0.4289339856	-496102.9703	-492333.7902	-3769.180074
scaffold_1	4150000	0.5085492646	0.4289339856	-496103.4766	-492331.9754	-3771.50122
scaffold_1	4250000	0.5085492646	0.4289339856	-496104.0084	-492330.0454	-3773.963002
scaffold_1	4350000	0.5088236975	0.4289339856	-496130.5579	-492328.0319	-3802.525995
scaffold_1	4450000	0.5086864811	0.4289940445	-496125.2528	-492301.2193	-3824.033524
scaffold_1	4550000	0.5086864811	0.4290388097	-496127.5735	-492294.3805	-3833.193039
scaffold_1	4650000	0.5086864811	0.4290187901	-496127.7387	-492293.8004	-3833.938321
scaffold_1	4750000	0.5086864811	0.4290187901	-496127.8989	-492293.1611	-3834.737876
scaffold_1	4850000	0.5087913051	0.4290064173	-496144.5502	-492265.1958	-3879.354378
scaffold_1	4950000	0.5087913051	0.4290064173	-496145.1771	-492262.7293	-3882.447745
scaffold_1	5050000	0.5087589127	0.4289015932	-496142.7429	-492259.7371	-3883.005836
scaffold_1	5150000	0.5087388931	0.4289015932	-496141.6871	-492256.2293	-3885.45787
scaffold_1	5250000	0.5087388931	0.4289015932	-496142.2664	-492254.1121	-3888.154337
scaffold_1	5350000	0.5087388931	0.4289015932	-496142.7416	-492252.4708	-3890.270813
scaffold_1	5450000	0.5087388931	0.4289015932	-496143.2863	-492250.4274	-3892.858885
scaffold_1	5550000	0.5087388931	0.4289015932	-496143.7382	-492248.7598	-3894.978337
scaffold_1	5650000	0.5087388931	0.4290064173	-496144.6718	-492245.428	-3899.243808
scaffold_1	5750000	0.508908502	0.4290588293	-496165.742	-492232.4696	-3933.272393
scaffold_1	5850000	0.508908502	0.4291112413	-496166.7646	-492229.9935	-3936.771103
scaffold_1	5950000	0.508908502	0.4290788489	-496167.7493	-492227.7967	-3939.952661
scaffold_1	6050000	0.508908502	0.4292484578	-496171.7484	-492221.1626	-3950.585847
