scaffold_1	50000	0.5056306007	0.5184306546	-862090.683	-861953.0626	-137.6203816
scaffold_1	150000	0.5056306007	0.5184306546	-862090.683	-861953.0626	-137.6203816
scaffold_1	250000	0.5054209526	0.5179094552	-862091.4917	-861953.2487	-138.2429842
scaffold_1	350000	0.5053809133	0.5178170039	-862091.6732	-861953.6492	-138.0240292
scaffold_1	450000	0.5053161285	0.5176150026	-862092.6782	-861954.4156	-138.2626355
scaffold_1	550000	0.5052313241	0.5173205501	-862093.5239	-861956.4521	-137.071813
scaffold_1	650000	0.5049244988	0.5167269191	-862098.5316	-861960.1381	-138.3935274
scaffold_1	750000	0.504912126	0.5165620362	-862098.1747	-861961.382	-136.7926863
scaffold_1	850000	0.5048073019	0.5163076229	-862099.5405	-861963.2269	-136.3136377
scaffold_1	950000	0.5047548899	0.5161780533	-862100.4916	-861963.6687	-136.8229278
scaffold_1	1050000	0.5047301443	0.5161179944	-862100.8234	-861964.1668	-136.6566275
scaffold_1	1150000	0.5047024779	0.5160532096	-862101.2	-861964.6972	-136.5028469
scaffold_1	1250000	0.5047024779	0.5159360128	-862100.9628	-861965.2085	-135.7542919
scaffold_1	1350000	0.5045976538	0.5157540311	-862102.7213	-861967.0325	-135.6887351
scaffold_1	1450000	0.504532869	0.5155644026	-862103.7788	-861968.2632	-135.5156103
scaffold_1	1550000	0.504480457	0.5155043438	-862104.875	-861968.8848	-135.990229
scaffold_1	1650000	0.5044928298	0.515491971	-862104.3846	-861969.5819	-134.8026145
scaffold_1	1750000	0.5046176734	0.5153747741	-862101.1273	-861970.314	-130.8133629
scaffold_1	1850000	0.5044680842	0.5153099893	-862104.623	-861971.0321	-133.590837
scaffold_1	1950000	0.5044680842	0.5152699501	-862104.5391	-861971.4114	-133.1277315
scaffold_1	2050000	0.504428045	0.5151851457	-862105.4575	-861971.8444	-133.6130991
scaffold_1	2150000	0.5044156722	0.515112714	-862105.6434	-861972.9121	-132.7312723
scaffold_1	2250000	0.5043880057	0.5150155368	-862106.225	-861973.9365	-132.2884506
scaffold_1	2350000	0.5044003785	0.514955478	-862105.8166	-861974.9007	-130.9158576
scaffold_1	2450000	0.5044080254	0.5148906931	-862105.5696	-861975.556	-130.013589
scaffold_1	2550000	0.5043756329	0.5148459279	-862106.3467	-861976.0482	-130.298547
